name,parent_category_id,promotional_price,regular_price,stock_keeping_unit,url
lamett - parquet contrecollé chêne chalet à bâton rompu (120 x 600 mm) invisible,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,59.90 €,77.35 €,B-CHAL-HB-1817,https://boutique-parquet.com/lamett-parquet-contrecolle-chene-cottage-120-x-600-mm-invisible.html
lamett - parquet contrecollé chêne cottage à bâton rompu (120 x 600 mm) invisible,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,69.00 €,82.87 €,B-COT-HB-1817,https://boutique-parquet.com/lamett-parquet-contrecolle-chene-cottage-120-x-600-mm-natural-1.html
lamett - parquet contrecollé chêne cottage à bâton rompu (120 x 600 mm) natural,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,69.00 €,82.87 €,B-COT-HB-110,https://boutique-parquet.com/lamett-parquet-contrecolle-chene-cottage-120-x-600-mm-natural.html
solidfloor - parquet chêne - bâtons rompus - chevron st paul's rustique,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,81.11 €,90.12 €,B-2014022,https://boutique-parquet.com/solidfloor-parquet-chene-hb-chevron-herringbone-stpauls-rg.html
solidfloor - parquet chêne - bâtons rompus - chevron chantilly rustique,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,81.11 €,90.12 €,B-2013526,https://boutique-parquet.com/solidfloor-parquet-chene-hb-chevron-herringbone-chantilly-rg.html
solidfloor - parquet chêne - hb chevron - chantilly ng,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,118.08 €,201.60 €,B-1204401,https://boutique-parquet.com/catalog/product/view/id/4571/s/solidfloor-parquet-chene-hb-chevron-chantilly-ng/category/762/
solidfloor - parquet chêne - hb chevron - st paul's ng,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,7.57 €,8.88 €,B-1204395,https://boutique-parquet.com/catalog/product/view/id/4572/s/solidfloor-parquet-chene-hb-chevron-st-pauls-ng/category/762/
solidfloor - parquet chêne - specials bâtons rompus windsor rustique,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,88.32 €,98.14 €,B-1204402,https://boutique-parquet.com/solidfloor-parquet-chene-hb-chevron-windsor-rg.html
lamett - parquet contrecollé chêne - farm bâton rompu antique,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,115.92 €,139.08 €,B-FAR-HB-266,https://boutique-parquet.com/lamett-parquet-contrecolle-chene-farm-baton-rompu-antique.html
dis4979s - quick step - parquet - disegno - chêne brut cannelle extra mat,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,80.90 €,89.90 €,B-DIS4979S,https://boutique-parquet.com/dis4979-quick-step-parquet-disegno-chene-brut-cannelle-extra-mat.html
lamett - parquet contrecollé chêne - farm bâton rompu traditions,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,115.92 €,139.08 €,B-FAR-HB-939,https://boutique-parquet.com/lamett-parquet-contrecolle-chene-farm-baton-rompu-traditions.html
dis4856s - quick step - parquet - disegno - chêne crème extra mat,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,80.90 €,89.90 €,B-DIS4856S,https://boutique-parquet.com/dis4856s-quick-step-parquet-disegno-chene-creme-extra-mat.html
solidfloor - parquet chêne - hb chevron - windsor ng,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,91.26 €,101.40 €,B-2013528,https://boutique-parquet.com/catalog/product/view/id/4573/s/solidfloor-parquet-chene-hb-chevron-windsor-ng/category/762/
int3902 - quick step - parquet contrecollé - intenso - chêne traditionnel huilé,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,74.60 €,82.90 €,B-INT3902,https://boutique-parquet.com/int3902-quick-step-parquet-contrecolle-intenso-chene-traditionnel-huile.html
int3903 - quick step - parquet contrecollé - intenso - chêne eclipse huilé,CATEGORY_parquets_parquets-batons-rompus-point-de-hongrie,74.60 €,82.90 €,B-INT3903,https://boutique-parquet.com/int3903-quick-step-parquet-contrecolle-intenso-chene-eclipse-huile.html
lame plombante pvc simplay ellington oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2482,https://boutique-parquet.com/lame-plombante-pvc-simplay-ellington-oak.html
lame plombante pvc - simplay - natural wild oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2571,https://boutique-parquet.com/2571-dalle-plombante-pvc-simplay-natural-wild-oak.html
lame plombante pvc simplay freshwater oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2483,https://boutique-parquet.com/lame-plombante-pvc-simplay-freshwater-oak.html
dalle plombante pvc simplay dark grey concrete,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2569,https://boutique-parquet.com/dalle-plombante-pvc-simplay-dark-grey-concrete.html
lame plombante pvc simplay canyon oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2485,https://boutique-parquet.com/lame-plombante-pvc-simplay-canyon-oak.html
2582 - dalle plombante pvc - objectflor - simplay - black slate,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2582,https://boutique-parquet.com/2582-dalle-plombante-pvc-objectflor-simplay-black-slate.html
lame plombante pvc - simplay - honey wild oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2572,https://boutique-parquet.com/2572-dalle-plombante-pvc-simplay-honey-wild-oak.html
dalle plombante pvc simplay brown wild oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2570,https://boutique-parquet.com/2570-dalle-plombante-pvc-simplay-brown-wild-oak.html
dalle plombante pvc simplay light grey concrete,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2567,https://boutique-parquet.com/dalle-plombante-pvc-simplay-light-grey-concrete.html
dalle plombante pvc simplay warm grey concrete,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2568,https://boutique-parquet.com/dalle-plombante-pvc-simplay-warm-grey-concrete.html
dalle plombante pvc simplay cold grey concrete,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2566,https://boutique-parquet.com/dalle-plombante-pvc-simplay-cold-grey-concrete.html
lame plombante pvc simplay white rustic pine,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2513,https://boutique-parquet.com/lame-plombante-pvc-simplay-white-rustic-pine.html
lame plombante pvc simplay grey ash,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2512,https://boutique-parquet.com/lame-plombante-pvc-simplay-grey-ash.html
lame plombante pvc simplay grey rustic 2506,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2506,https://boutique-parquet.com/lame-plombante-pvc-simplay-grey-rustic.html
lame plombante pvc simplay light grey fineline,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2509,https://boutique-parquet.com/lame-plombante-pvc-simplay-light-grey-fineline.html
lame plombante pvc simplay striking rustic,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2505,https://boutique-parquet.com/lame-plombante-pvc-simplay-striking-rustic.html
lame plombante pvc simplay walnut,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2504,https://boutique-parquet.com/lame-plombante-pvc-simplay-walnut.html
lame plombante pvc simplay american oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2503,https://boutique-parquet.com/lame-plombante-pvc-simplay-american-oak.html
lame plombante pvc simplay medium classic oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2521,https://boutique-parquet.com/lame-plombante-pvc-simplay-medium-classic-oak.html
lame plombante pvc simplay light classic oak,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2520,https://boutique-parquet.com/lame-plombante-pvc-simplay-light-classic-oak.html
lame plombante pvc simplay naturel rustic pine,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2514,https://boutique-parquet.com/lame-plombante-pvc-simplay-naturel-rustic-pine.html
lame plombante pvc simplay dark grey fineline,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2510,https://boutique-parquet.com/lame-plombante-pvc-simplay-dark-grey-fineline.html
lame plombante pvc simplay blonde rustic,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.99 €,71.45 €,B-2507,https://boutique-parquet.com/lame-plombante-pvc-simplay-blonde-rustic.html
lame plombante pvc simplay light cherry,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.90 €,82.24 €,B-2501,https://boutique-parquet.com/lame-plombante-pvc-simplay-light-cherry.html
lame plombante pvc simplay grey mystique,CATEGORY_sols-pvc-vinyles_vinyle-plombant,49.99 €,71.45 €,B-2518,https://boutique-parquet.com/lame-plombante-pvc-simplay-grey-mystique.html
avmtu40334 - sol pvc avec sous-couche intégrée - illume - sauge tendre,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40334,https://boutique-parquet.com/avmtu40333-sol-pvc-avec-sous-couche-integree-illume-sauge-tendre.html
avmtu40333 - sol pvc avec sous-couche intégrée - illume - blush tendre,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40333,https://boutique-parquet.com/avmtu40333-sol-pvc-avec-sous-couche-integree-illume-blush-tendre.html
avmtu40326 - sol pvc avec sous-couche intégrée - illume - graphite tendre,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40326,https://boutique-parquet.com/avmtu40326-sol-pvc-avec-sous-couche-integree-illume-graphite-tendre.html
avmtu40325 - sol pvc avec sous-couche intégrée - illume - ciel tendre,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40325,https://boutique-parquet.com/avmtu40325-sol-pvc-avec-sous-couche-integree-illume-ciel-tendre.html
avstu40035 - sol pvc - oro sous-couche intégrée - ardoise noire - 5mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,39.95 €,44.99 €,B-AVSTU40035,https://boutique-parquet.com/sol-pvc-oro-ardoise-noire.html
avstu40232 - sol pvc - oro sous-couche intégrée - roche corail - 5mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,39.95 €,44.99 €,B-AVSTU40232,https://boutique-parquet.com/sol-pvc-oro-roche-corail.html
avstu40136 - sol pvc - oro sous-couche intégrée - marbre de carrare - 5mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,39.95 €,44.99 €,B-AVSTU40136,https://boutique-parquet.com/sol-pvc-oro-marbre-de-carrare.html
avstu40234 - sol pvc - oro sous-couche intégrée - roche béton - 5mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,39.95 €,44.99 €,B-AVSTU40234,https://boutique-parquet.com/sol-pvc-oro-roche-beton.html
avstu40235 - sol pvc - oro sous-couche intégrée - roche oxydée - 5mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,39.95 €,44.99 €,B-AVSTU40235,https://boutique-parquet.com/sol-pvc-oro-roche-oxydee.html
avstu40233 - sol pvc - oro sous-couche intégrée - roche cannelle - 5mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,39.95 €,44.99 €,B-AVSTU40233,https://boutique-parquet.com/sol-pvc-oro-roche-cannelle.html
avmtu40276 - sol pvc avec sous-couche intégrée - illume - béton galet,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40276,https://boutique-parquet.com/sol-pvc-illume-beton-galet.html
avmtu40275 - sol pvc avec sous-couche intégrée - illume - béton huître,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40275,https://boutique-parquet.com/sol-pvc-illume-beton-huitre.html
avmtu40274 - sol pvc avec sous-couche intégrée - illume - béton tempête de sable,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40274,https://boutique-parquet.com/sol-pvc-illume-beton-tempete-de-sable.html
avstu40231 - sol pvc - oro sous-couche intégrée - roche volcanique - 5mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,39.95 €,44.99 €,B-AVSTU40231,https://boutique-parquet.com/sol-pvc-oro-roche-volcanique.html
avmtu40273 - sol pvc avec sous-couche intégrée - illume - béton nuageux,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,43.99 €,49.99 €,B-AVMTU40273,https://boutique-parquet.com/sol-pvc-illume-beton-nuageux.html
parquetvinyl - dalle pvc avec sous-couche intégrée- caldera marmo scuro - 615x1230 mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,51.90 €,57.18 €,B-CAL-4056-IB-1230,https://boutique-parquet.com/parquetvinyl-dalle-pvc-caldera-marmo-scuro-615x1230-mm.html
parquetvinyl - dalle pvc avec sous-couche intégrée- caldera marmo grigio - 615x1230 mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,51.90 €,57.18 €,B-CAL-4055-IB-1230,https://boutique-parquet.com/parquetvinyl-dalle-pvc-caldera-marmo-grigio-615x1230-mm.html
parquetvinyl - dalle pvc avec sous-couche intégrée- caldera marmo scuro 300x600mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,40.90 €,45.44 €,B-CAL-4056-IB,https://boutique-parquet.com/parquetvinyl-dalle-pvc-caldera-marmo-scuro.html
parquetvinyl - dalle pvc avec sous-couche intégrée - caldera marmo grigio 300 x 600 mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,40.90 €,45.44 €,B-CAL-4055-IB,https://boutique-parquet.com/parquetvinyl-dalle-pvc-caldera-marmo-grigio.html
parquetvinyl - dalle pvc - caldera stone 300 x 600 mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,40.90 €,45.44 €,B-CAL-1444-IB,https://boutique-parquet.com/parquetvinyl-dalle-pvc-caldera-stone.html
parquetvinyl - dalle pvc avec sous-couche intégrée- caldera basalt 300 x 600 mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,40.90 €,45.44 €,B-CAL-1443-IB,https://boutique-parquet.com/parquetvinyl-dalle-pvc-caldera-basalt.html
parquetvinyl - dalle pvc avec sous-couche intégrée - caldera seasalt 300 x 600 mm,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,40.90 €,45.44 €,B-CAL-1442-IB,https://boutique-parquet.com/parquetvinyl-lame-pvc-caldera-seasalt.html
9081 - objectflor - expona clic 19db avec sous-couche intégrée - midnight slate,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9081,https://boutique-parquet.com/objectflor-expona-clic-19db-midnight-slate.html
objectflor - expona clic 19db avec sous-couche intégrée - metro steel,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9088,https://boutique-parquet.com/objectflor-expona-clic-19db-metro-steel.html
9082 - objectflor - expona clic 19db avec sous-couche intégrée - natura slate,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9082,https://boutique-parquet.com/objectflor-expona-clic-19db-natura-slate.html
objectflor - expona clic 19db avec sous-couche intégrée - factory concrete,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9086,https://boutique-parquet.com/objectflor-expona-clic-19db-factory-concrete.html
parquetvinyl - lame pvc bâton rompu avec sous-couche intégrée - mantaro hay,CATEGORY_sols-pvc-vinyles_lames-pvc-clipsables-baton-rompu,49.13 €,54.59 €,B-MAN-HB-5614-IB,https://boutique-parquet.com/parquetvinyl-lame-pvc-baton-rompu-avec-sous-couche-integree-mantaro-hay.html
objectflor - expona clic 19db avec sous-couche intégrée - urban steel,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9087,https://boutique-parquet.com/objectflor-expona-clic-19db-urban-steel.html
objectflor - expona clic 19db avec sous-couche intégrée - element concrete,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9085,https://boutique-parquet.com/objectflor-expona-clic-19db-element-concrete.html
objectflor - expona clic 19db avec sous-couche intégrée- arctic concrete,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9084,https://boutique-parquet.com/objectflor-expona-clic-19db-arctic-concrete.html
parquetvinyl - lame pvc bâton rompu avec sous-couche intégrée- mantaro spice,CATEGORY_sols-pvc-vinyles_lames-pvc-clipsables-baton-rompu,49.13 €,54.59 €,B-MAN-HB-5620-IB,https://boutique-parquet.com/parquetvinyl-lame-pvc-baton-rompu-avec-sous-couche-integree-mantaro-spice.html
objectflor - expona clic 19db avec sous-couche intégrée - terrace concrete,CATEGORY_sols-pvc-vinyles_dalles-pvc-clipsables-beton-carrelage-clic,45.67 €,61.82 €,B-9083,https://boutique-parquet.com/objectflor-expona-clic-19db-terrace-concrete.html
parquetvinyl - lame pvc bâton rompu avec sous-couche intégrée- mantaro pécan,CATEGORY_sols-pvc-vinyles_lames-pvc-clipsables-baton-rompu,49.13 €,54.59 €,B-MAN-HB-5619-IB,https://boutique-parquet.com/parquetvinyl-lame-pvc-baton-rompu-avec-sous-couche-integree-mantaro-pecan-1a.html
parquetvinyl - lame pvc bâton rompu avec sous-couche intégrée- mantaro inca,CATEGORY_sols-pvc-vinyles_lames-pvc-clipsables-baton-rompu,49.13 €,54.59 €,B-MAN-HB-5616-IB,https://boutique-parquet.com/parquetvinyl-lame-pvc-baton-rompu-avec-sous-couche-integree-mantaro-inca.html
